id,system_number,label_id,description,executor,company,criticality,anomaly_id,date_start,date_end,datetime_start,datetime_end,adress_id,parent
73424851,00004045/21,11,подъезд 4  ступеньки крыльцо дорожка к крыльцу очистить от наледи скользко посыпать реагентами. Срочно АС . Люди падают . Дворников нет,Отдел благоустройства (Покровское-Стрешнево),ГБУ «ЖИЛИЩНИК РАЙОНА ПОКРОВСКОЕ-СТРЕШНЕВО»,Обычная,1,2021-01-01 14:45,2021-01-01 22:26,,,3482,73424851
73424854,00004046/21,3,"Заявка не выполнена. В комнате, где окно выходит на подъезд холодная батарея",Мастерский участок №11 (Перово),ГБУ «ЖИЛИЩНИК РАЙОНА ПЕРОВО»,Обычная,1,2021-01-01 14:45,2021-01-01 16:06,,,3483,73424854
73424870,00004047/21,1,"В подъезде из подвала запах канализации, засор лежака",Мастерский участок № 1 (Тимирязевский),ГБУ «ЖИЛИЩНИК ТИМИРЯЗЕВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:45,2021-01-01 18:41,,,3484,73424870
73424873,00004048/21,9,Пассажирский правый не реагирует на кнопку вызова,"ООО ""СП ПРАКТИКА""",ГБУ «ЖИЛИЩНИК РАЙОНА ХОВРИНО»,Обычная,3,2021-01-01 14:45,2021-01-01 15:25,,,3485,73424873
73424874,00004049/21,1,Стоит.,Мастерский участок №3 (Восточное Измайлово),ГБУ «ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,Обычная,3,2021-01-01 14:45,2021-01-01 16:25,,,3486,73424874
73424875,00004050/21,4,На  9 этаже заменить   1 лампу(ы) в приквартирном холле,Мастерский участок № 7 (Алексеевский),ГБУ «ЖИЛИЩНИК АЛЕКСЕЕВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:45,2021-01-01 16:03,,,3478,73424875
73424877,00004051/21,9,Еще один пассажирский лифт стоит с открытыми дверями на 6 этаже.,"ООО ""Лифтовая компания ""Практика""""",ООО УК «СВИБЛОВ ГРАД»,Обычная,1,2021-01-01 14:45,2021-01-01 17:28,,,3487,73424877
73424881,00004052/21,8,Между  3 и 4  этажами вырван ковш мусоропровода (весит на одной петле).,Мастерский участок № 1 (Капотня),ГБУ «ЖИЛИЩНИК РАЙОНА КАПОТНЯ»,Обычная,1,2021-01-01 14:45,2021-01-02 11:05,,,3488,73424881
73424885,00004053/21,13,"Вчера был звонок из диспетчерской, возможно по заявке оставленной ранее. Заявитель не смог ответить ,просит перезвонить, уточнить.",Мастерский участок № 3 (Зябликово),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО»,Обычная,1,2021-01-01 14:45,2021-01-01 14:52,,,3489,73424885
73424889,00004054/21,10,,Мастерский участок № 6 (Останкинский),ГБУ «ЖИЛИЩНИК ОСТАНКИНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:45,2021-01-01 16:25,,,3490,73424889
73424895,00004055/21,3,во всей квартире все батареи еле теплые-кв угловая,Мастерский участок № 56 (Даниловский),ГБУ «ЖИЛИЩНИК ДАНИЛОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:45,2021-01-01 17:15,,,3491,73424895
73424901,00004056/21,10,Засор не устранен!!!! Ничего не сделано!!!!!,Мастерский участок №2 (Вешняки),ГБУ «ЖИЛИЩНИК РАЙОНА ВЕШНЯКИ»,Обычная,1,2021-01-01 14:46,2021-01-01 16:18,,,1677,73424901
73424910,00004057/21,9,На 1 этаже не работает кнопка вызова лифта. Вдавлена.,"ООО ""СП ПРАКТИКА""",ГБУ «ЖИЛИЩНИК РАЙОНА КУЗЬМИНКИ»,Обычная,1,2021-01-01 14:46,2021-01-01 15:04,,,2091,73424910
73424911,00004058/21,9,Единственный стоит на 5 этаже не слышно движение,"ООО ""СП ПРАКТИКА""",ГБУ «ЖИЛИЩНИК АЛТУФЬЕВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:46,2021-01-01 17:49,,,3492,73424911
73424912,00004059/21,11,"У 2 подъезда и вдоль всего дома жители просят  очистить от наледи, скользко,  посыпать реагентами.",Мастерский участок № 8 (Таганский),ГБУ «ЖИЛИЩНИК ТАГАНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:46,2021-01-01 17:36,,,3493,73424912
73424914,00004060/21,6,в подъезде_ несколько часов срабатывание система ДУ ППА,Мастерский участок № 3 (Сокол),ГБУ «ЖИЛИЩНИК РАЙОНА СОКОЛ»,Обычная,1,2021-01-01 14:46,2021-01-01 15:39,,,3494,73424914
73424916,00004061/21,7,Выбоины полов на 1 этаже прилифтового холла,Мастерский участок № 4 (Строгино),ГБУ «ЖИЛИЩНИК РАЙОНА СТРОГИНО»,Обычная,1,2021-01-01 14:46,2021-01-01 16:14,,,3468,73424916
73424920,00004062/21,8,"Не закрывается ковш на 9 этаже, вся грязь пыль из мусоропровода лежит на полу, замените уже ковш на новый и проконтролируйте исполнение",Мастерский участок № 2 (Зюзино),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЮЗИНО»,Обычная,1,2021-01-01 14:46,2021-01-01 16:09,,,3495,73424920
73424923,00004063/21,9,"житель настоял на составлении заявке , два пассажирских лифта не реагирует на кнопку вызова, (житель проинформирован что ав. отключение )","ООО ""Лифтовая компания ""Практика""""",ООО УК «СВИБЛОВ ГРАД»,Обычная,1,2021-01-01 14:46,2021-01-01 14:48,,,3496,73424923
73424932,00004064/21,2,"Капает вода по стояку ХВС, у соседей сухо",Мастерский участок № 6 (Отрадное),ГБУ «ЖИЛИЩНИК РАЙОНА ОТРАДНОЕ»,Обычная,1,2021-01-01 14:46,2021-01-01 17:12,,,3497,73424932
73424938,00004065/21,11,Гололед при входе в подъезд,Мастерский участок № 5 (Таганский),ГБУ «ЖИЛИЩНИК ТАГАНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:46,2021-01-01 16:59,,,3498,73424938
73424940,00004066/21,1,Унитаз вода поднимается,Мастерский участок № 4 (Зюзино),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЮЗИНО»,Аварийная,1,2021-01-01 14:46,2021-01-01 15:47,,,3499,73424940
73424945,00004067/21,10,"на 3 этаже, ковш не открывается.",Мастерский участок №5 (Южное Тушино),ГБУ «ЖИЛИЩНИК РАЙОНА ЮЖНОЕ ТУШИНО»,Обычная,1,2021-01-01 14:46,2021-01-01 16:06,,,3500,73424945
73424954,00004068/21,2,Течь сверху в прихожей,Мастерский участок № 1 (Тимирязевский),ГБУ «ЖИЛИЩНИК ТИМИРЯЗЕВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:46,2021-01-01 15:47,,,3501,73424954
73424956,00004069/21,9,Разбито зеркало в пассажирском лифте.,"ООО ""СП ПРАКТИКА""",ГБУ «ЖИЛИЩНИК РАЙОНА КУЗЬМИНКИ»,Обычная,1,2021-01-01 14:46,2021-01-01 15:04,,,2091,73424956
73424965,00004070/21,22,"в районе почтовых ящиков бегают тараканы, необходимо потравить",Мастерский участок № 2 (Старое Крюково),ГБУ «ЖИЛИЩНИК ЗЕЛАО»,Обычная,1,2021-01-01 14:47,2021-01-02 09:32,,,3502,73424965
73424967,00004071/21,4,"Свет есть ,розетки не работают.",Мастерский участок № 17 (Орехово-Борисово Южное),ГБУ «ЖИЛИЩНИК РАЙОНА ОРЕХОВО-БОРИСОВО ЮЖНОЕ»,Обычная,3,2021-01-01 14:47,2021-01-01 15:38,,,3503,73424967
73424977,00004072/21,2,"В ванной  заменить кран ГВС, ХВС  , краны приобретены",Мастерский участок № 2 (Северное Тушино),ГБУ «ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ТУШИНО»,Обычная,4,2021-01-01 14:47,2021-01-01 16:59,,,3504,73424977
73424980,00004073/21,17,напротив 5 подъезда не вывозился несколько дней убрать на контейнерной площадке,Мастерский участок № 7 (Ховрино),ГБУ «ЖИЛИЩНИК РАЙОНА ХОВРИНО»,Обычная,1,2021-01-01 14:47,2021-01-01 16:23,,,3485,73424980
73424981,00004074/21,4,Раскуплены щиты на восьмом и девятом этаже. Торчат оголённые провода,Мастерский участок № 7 (Раменки),ГБУ «ЖИЛИЩНИК РАЙОНА РАМЕНКИ»,Обычная,4,2021-01-01 14:47,2021-01-01 21:35,,,3505,73424981
73424987,00004075/21,10,"На 1_этаже в лифтовом холле вымыть, все в крови",Участок №1 (Марьино),ГБУ «ЖИЛИЩНИК РАЙОНА МАРЬИНО»,Обычная,1,2021-01-01 14:47,2021-01-01 17:24,,,3506,73424987
73424990,00004076/21,2,В кране ГВС и ХВС нет воды. Абонент настоял на составления заявки.,Мастерский участок № 3 (Левобережный),ГБУ «ЖИЛИЩНИК РАЙОНА ЛЕВОБЕРЕЖНЫЙ»,Обычная,1,2021-01-01 14:47,2021-01-01 17:49,,,3507,73424990
73424995,00004077/21,2,в кране ГВС и ХВС нет воды,"ПАО ""МОЭК"" ",ГБУ «ЖИЛИЩНИК БУТЫРСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:47,2021-01-01 15:09,,,3508,73424995
73424998,00004078/21,11,вдоль всего дома_ скользко тротуары дорожки  входные группы посыпать реагентами,Отдел благоустройства (Бабушкинский),ООО «ГРАНАТ»,Обычная,1,2021-01-01 14:47,2021-01-01 15:17,,,3509,73424998
73425001,00004079/21,2,В ванной нет хвс На кухне  есть .,"ПАО ""МОЭК"" ",ГБУ «ЖИЛИЩНИК БУТЫРСКОГО РАЙОНА»,Обычная,2,2021-01-01 14:47,2021-01-01 15:08,,,3510,73425001
73425004,00004080/21,11,Пройти невозможно,Мастерский участок № 5 (Таганский),ГБУ «ЖИЛИЩНИК ТАГАНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:47,2021-01-01 14:49,,,3498,73425004
73425008,00004081/21,2,В приквартирном холле на лестничной площадке льется с 3 этажа .,Мастерский участок №2 (Новокосино),ГБУ «ЖИЛИЩНИК РАЙОНА НОВОКОСИНО»,Аварийная,1,2021-01-01 14:47,2021-01-01 15:04,,,3511,73425008
73425015,00004082/21,10,,Мастерский участок № 4 (Лианозово),ГБУ «ЖИЛИЩНИК РАЙОНА ЛИАНОЗОВО»,Обычная,1,2021-01-01 14:47,2021-01-01 16:30,,,3512,73425015
73425018,00004083/21,2,Течь с потолка в ванной комнате,Мастерский участок №5 (Гольяново),ГБУ «ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО»,Обычная,2,2021-01-01 14:47,2021-01-01 15:23,,,3513,73425018
73425023,00004084/21,8,Заявка № 05186819/20 от 27.12.202x xx:46 Замок все еще открыт. Житель настоял на повторной заявке. Житель очень не доволен,Мастерский участок № 8 (Лефортово),ГБУ «ЖИЛИЩНИК РАЙОНА ЛЕФОРТОВО»,Обычная,1,2021-01-01 14:48,2021-01-02 08:51,,,3514,73425023
73425024,00004085/21,4,Нет освещения в маленькой комнате нет тока в розетках,"УК ""Митино""",ЖСК «МИТИНО-5»,Обычная,1,2021-01-01 14:48,2021-01-01 15:41,,,3515,73425024
73425030,00004086/21,2,"Заявитель настоял на составлении заявки, в квартире нет ГВС.",,ООО «МАКС-XXI»,Обычная,1,2021-01-01 14:48,2021-01-01 14:50,,,3516,73425030
73425031,00004087/21,11,"около подъезда каток, все обледенело, посыпать реагентами",Мастерский участок № 1 (Головинский),ГБУ «ЖИЛИЩНИК ГОЛОВИНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:48,2021-01-01 18:38,,,3517,73425031
73425032,00004088/21,2,"Кухня, ванная, коридор",ООО УК ДЭЗ «БЕГОВАЯ»,ООО УК ДЭЗ «БЕГОВАЯ»,Аварийная,1,2021-01-01 14:48,2021-01-01 15:25,,,3518,73425032
73425044,00004089/21,10,"2 этаж залит кровью, надо убрать",Мастерский участок № 5 (Текстильщики),ГБУ «ЖИЛИЩНИК РАЙОНА ТЕКСТИЛЬЩИКИ»,Обычная,1,2021-01-01 14:48,2021-01-01 17:36,,,3519,73425044
73425045,00004090/21,11,вдоль всего дома_ с торца дома_ очистить от наледи скользко посыпать реагентами,Мастерский участок № 3 (Замоскворечье),ГБУ «ЖИЛИЩНИК РАЙОНА ЗАМОСКВОРЕЧЬЕ»,Обычная,1,2021-01-01 14:48,2021-01-01 18:15,,,3520,73425045
73425050,00004091/21,7,"в подъезде  на лестнице дырка в подвал, необходимо заделать",Мастерский участок № 2 (Старое Крюково),ГБУ «ЖИЛИЩНИК ЗЕЛАО»,Обычная,1,2021-01-01 14:48,2021-01-01 15:30,,,3502,73425050
73425053,00004092/21,11,Ходить невозможно,Мастерский участок № 5 (Таганский),ГБУ «ЖИЛИЩНИК ТАГАНСКОГО РАЙОНА»,Обычная,2,2021-01-01 14:48,2021-01-01 16:51,,,3498,73425053
73425067,00004093/21,2,"Течь трубы ГВС в подвале,диам.100",Аварийная служба (Сокольники),ГБУ «ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ»,Обычная,1,2021-01-01 14:49,2021-01-01 17:42,,,3521,73425067
73425068,00004094/21,11,"При выходе из подьезда гололед, просьба посыпать реагентами.",ОДС №634-Теплый Стан,ЖСК «УРАЛЬСКИЙ»,Обычная,1,2021-01-01 14:49,2021-01-01 15:14,,,3522,73425068
73425072,00004095/21,11,Срочно убрать гололед  на всей дворовой территории . Сплошной каток по всем корпусам по Улице Усачева . дом 29.. Люди падают . АС. посыпать реагентами скользко,Мастерский участок № 1 (Хамовники),ГБУ «ЖИЛИЩНИК РАЙОНА ХАМОВНИКИ»,Обычная,1,2021-01-01 14:49,2021-01-01 17:37,,,3523,73425072
73425076,00004096/21,3,Повторное обращение в большой комнате батарея холодная и стояк холодный,Мастерский участок №43 (Новогиреево),ГБУ «ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО»,Обычная,3,2021-01-01 14:49,2021-01-01 15:12,,,1302,73425076
73425077,00004097/21,2,В кране ГВС и ХВС нет воды.,Мастерский участок № 1 (Бибирево),ГБУ «ЖИЛИЩНИК РАЙОНА БИБИРЕВО»,Обычная,1,2021-01-01 14:49,2021-01-01 14:52,,,3524,73425077
73425079,00004098/21,3,в большой комнате батарея еле теплая,Мастерский участок № 3 (Зябликово),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО»,Обычная,1,2021-01-01 14:49,2021-01-01 18:18,,,3525,73425079
73425085,00004099/21,10,на 18 этаже со стороны детской плщадки забит,Мастерский участок № 3 (Ясенево),ГБУ «ЖИЛИЩНИК РАЙОНА ЯСЕНЕВО»,Обычная,4,2021-01-01 14:49,2021-01-01 16:19,,,3526,73425085
73425086,00004100/21,3,"Все батареи холодные, так же по стояку у соседей",,ООО «СЕВЕР-СТРОЙ»,Обычная,2,2021-01-01 14:49,2021-01-01 14:56,,,3527,73425086
73425091,00004101/21,11,вдоль всего дома_ тротуары  дорожки скользко посыпать реагентами,Мастерский участок № 5 (Покровское-Стрешнево),ГБУ «ЖИЛИЩНИК РАЙОНА ПОКРОВСКОЕ-СТРЕШНЕВО»,Обычная,1,2021-01-01 14:49,2021-01-01 22:26,,,3528,73425091
73425097,00004102/21,15,Входная дверь не закрывается сломан даводчик .Дверь открыта постоянно и холодно очень.И бесплатный туалет .Сновым  годом!!,"ООО ""Город 77""",ГБУ «ЖИЛИЩНИК РАЙОНА ПЕРОВО»,Обычная,1,2021-01-01 14:49,2021-01-01 15:25,,,3529,73425097
73425105,00004103/21,10,На_2 этаже забит,Мастерский участок №5 (Нагорный),ГБУ «ЖИЛИЩНИК НАГОРНОГО РАЙОНА»,Обычная,1,2021-01-01 14:49,2021-01-01 15:15,,,3530,73425105
73425107,00004104/21,11,при выходе из 5  подъезда очистить от наледи и посыпать реагентами скользко,Участок №2 (Марьино),ТСЖ «У РЕКИ»,Обычная,1,2021-01-01 14:49,2021-01-01 15:41,,,3531,73425107
73425110,00004105/21,4,На 14 этаже левое крыло заменить одну лампу 1  подъезд,Мастерский участок № 1 (Кунцево),ГБУ «ЖИЛИЩНИК РАЙОНА КУНЦЕВО»,Обычная,1,2021-01-01 14:49,2021-01-01 15:01,,,3532,73425110
73425111,00004106/21,9,В единственном лифте застрял человек,"ООО ""СП ПРАКТИКА""",ГБУ «ЖИЛИЩНИК РЯЗАНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:49,2021-01-01 15:00,,,3533,73425111
73425115,00004107/21,8,"не правильно установлены  перила в подъездне, мешают проезду тележек хозяйственных, не правильный накло",Мастерский участок № 2 (Старое Крюково),ГБУ «ЖИЛИЩНИК ЗЕЛАО»,Обычная,1,2021-01-01 14:49,2021-01-01 15:04,,,3502,73425115
73425122,00004108/21,6,"Сработала система ДУ, пожарная приезжала и сказала что все в норме, нужно отключить систему.",Мастерский участок № 4 (Бибирево),ТСЖ «БИБИРЕВО-4»,Обычная,1,2021-01-01 14:50,2021-01-01 14:50,,,3534,73425122
73425123,00004109/21,8,не открывается входная дверь,Мастерский участок №1 (Ивановское),ГБУ «ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:50,2021-01-01 15:40,,,3535,73425123
73425125,00004110/21,4,На 13 этаже в приквартирном холле заменить лампу.,Мастерский участок № 2 (Марфино),ГБУ «ЖИЛИЩНИК РАЙОНА МАРФИНО»,Обычная,2,2021-01-01 14:50,2021-01-02 10:36,,,3536,73425125
73425126,00004111/21,3,В комнате батарея холодная. По раннее оставленным заявкам проблема не меняется.,Мастерский участок №39 (Новогиреево),ГБУ «ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО»,Обычная,3,2021-01-01 14:50,2021-01-01 16:28,,,3537,73425126
73425128,00004112/21,10,С 31.12.20 забит мусоропровод до 3 этажа точно.,Участок № 2 (Крылатское),ГБУ «ЖИЛИЩНИК РАЙОНА КРЫЛАТСКОЕ»,Обычная,1,2021-01-01 14:50,2021-01-01 15:21,,,3538,73425128
73425130,00004113/21,11,"Гололед при входах в подъезд, на тротуаре, людям приходится ходить по отмостку дома, посыпать реагентами и почистить.",Мастерский участок № 1 (Чертаново Северное),ГБУ «ЖИЛИЩНИК РАЙОНА ЧЕРТАНОВО СЕВЕРНОЕ»,Обычная,2,2021-01-01 14:50,2021-01-01 16:32,,,3539,73425130
73425134,00004114/21,10,"На 6 этаже, забит",ЗАО «ЭСТЕЙТ СЕРВИС ДИРЕКЦИЯ КУРКИНО СЗАО»,ЗАО «ЭСТЕЙТ СЕРВИС ДИРЕКЦИЯ КУРКИНО СЗАО»,Обычная,1,2021-01-01 14:50,2021-01-01 15:57,,,3540,73425134
73425137,00004115/21,11,"Подъезд_14 и у других подъездов крыльцо дорожка к крыльцу скользко, посыпать реагентами. Жильцы падают .",Мастерский участок № 2 (Гагаринский),ГБУ «ЖИЛИЩНИК ГАГАРИНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:50,2021-01-01 15:51,,,3541,73425137
73425141,00004116/21,4,Перегорела лампа возле мусопровода,Аварийная Служба (Южнопортовый),ГБУ «ЖИЛИЩНИК РАЙОНА ЮЖНОПОРТОВЫЙ»,Аварийная,1,2021-01-01 14:50,2021-01-01 15:13,,,3542,73425141
73425152,00004117/21,9,РЕБЁНОК ЗАСТРЯЛ В ЛИФТЕ!!!,АО «МОСЛИФТ»,ГБУ «ЖИЛИЩНИК РАЙОНА ПЕЧАТНИКИ»,Обычная,1,2021-01-01 14:50,2021-01-01 15:04,,,3543,73425152
73425160,00004118/21,17,Грязь  между первым и вторым подъездом куча огромная мусора прям на газоне все мусорки на детской площадке забиты мусором,Мастерский участок №4 (Восточное Измайлово),ГБУ «ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,Обычная,1,2021-01-01 14:50,2021-01-02 13:49,,,3544,73425160
73425168,00004119/21,2,проверить подвал /парит между 4 и 5 под./,ООО «УК М. Р-Н «СОКОЛИНАЯ ГОРА»,ООО «УК М. Р-Н «СОКОЛИНАЯ ГОРА»,Обычная,1,2021-01-01 14:50,2021-01-01 17:21,,,3398,73425168
73425173,00004120/21,10,на 6 этаже забит,Участок № 1 (Крылатское),ГБУ «ЖИЛИЩНИК РАЙОНА КРЫЛАТСКОЕ»,Обычная,1,2021-01-01 14:50,2021-01-01 15:44,,,3545,73425173
73425176,00004121/21,2,"Из крана горячей воды течет холодная вода. Полотенцесушитель  холодный, холодная вода в норме.",Участок №4 (Марьино),ГБУ «ЖИЛИЩНИК РАЙОНА МАРЬИНО»,Обычная,1,2021-01-01 14:51,2021-01-01 15:11,,,3546,73425176
73425179,00004122/21,11,Возле  подъездов все  тротуары в наледи.,Мастерский участок № 12 (Западное Дегунино),ГБУ «ЖИЛИЩНИК РАЙОНА ЗАПАДНОЕ ДЕГУНИНО»,Обычная,1,2021-01-01 14:51,2021-01-01 14:53,,,3547,73425179
73425184,00004123/21,3,Во всей квартире батареи становятся холодными. Похоже что упало давление. Рядом находится ЦТП из которого со вчерашнего дня интенсивно идет пар раньше никогда такого не было,"Мастерский участок № 1, 2 (Ломоносовский)",ГБУ «ЖИЛИЩНИК РАЙОНА ЛОМОНОСОВСКИЙ»,Обычная,1,2021-01-01 14:51,2021-01-01 17:21,,,3548,73425184
73425190,00004124/21,10,"на 3 этаже забит, засор",Мастерский участок №7 (Южное Чертаново),ГБУ «ЖИЛИЩНИК РАЙОНА ЧЕРТАНОВО ЮЖНОЕ»,Обычная,1,2021-01-01 14:51,2021-01-01 15:52,,,2022,73425190
73425195,00004125/21,2,"Непрогрев полотенце суштеля, уже 4 дня перепады давления подачи воды",Мастерский участок № 1 (Лосиноостровский),ГБУ «ЖИЛИЩНИК ЛОСИНООСТРОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:51,2021-01-02 14:49,,,3550,73425195
73425198,00004126/21,10,на 7 этаже забит мусоропровод,Мастерский участок № 3 (Лефортово),ГБУ «ЖИЛИЩНИК РАЙОНА ЛЕФОРТОВО»,Обычная,1,2021-01-01 14:51,2021-01-01 18:04,,,3551,73425198
73425200,00004127/21,1,"Вода медленно уходит вода стоит, льет за трубой.",Мастерский участок №1 (Ивановское),ГБУ «ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:51,2021-01-01 15:40,,,3552,73425200
73425204,00004128/21,1,Унитаз вода переливается,ЗАО «МАСТЕР ОК»,ЗАО «МАСТЕР ОК»,Аварийная,1,2021-01-01 14:51,2021-01-01 16:15,,,3553,73425204
73425208,00004129/21,11,"Парк Новые Черемушки улица Шверника посыпать реагентами скользко убрать снег , очистить от наледи",Мастерский участок № 1 (Академический),ГБУ «ЖИЛИЩНИК РАЙОНА АКАДЕМИЧЕСКИЙ»,Обычная,1,2021-01-01 14:51,2021-01-01 16:13,,,3554,73425208
73425211,00004130/21,2,Между кухней и комнатой по стене,ООО УК ДЭЗ «БЕГОВАЯ»,ООО УК ДЭЗ «БЕГОВАЯ»,Аварийная,1,2021-01-01 14:51,2021-01-01 15:16,,,3555,73425211
73425214,00004131/21,11,Дорожка к крыльцу посыпать реагентами,Мастерский участок № 2 (Зюзино),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЮЗИНО»,Обычная,1,2021-01-01 14:51,2021-01-01 15:25,,,3556,73425214
73425220,00004132/21,4,на 16 этаже заменить 2 лампы- в лифтовом холле и в приквартирном холле. Для доступа в холл звонить в кв.109,Мастерский участок № 21 (Солнцево),ГБУ «ЖИЛИЩНИК РАЙОНА СОЛНЦЕВО»,Обычная,1,2021-01-01 14:51,2021-01-01 16:29,,,3557,73425220
73425222,00004133/21,11,"Подъезд 2 очистить от наледи, посыпать реагентами",Мастерский участок № 1 (Южное Медведково),ГБУ «ЖИЛИЩНИК РАЙОНА ЮЖНОЕ МЕДВЕДКОВО»,Обычная,1,2021-01-01 14:51,2021-01-01 14:58,,,3558,73425222
73425224,00004134/21,11,Гололёд у подъезда и на ступеньках,Мастерский участок № 4 (Северное Измайлово),ГБУ «ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО»,Обычная,1,2021-01-01 14:51,2021-01-01 15:32,,,3559,73425224
73425228,00004135/21,10,На 2 этаже забит мусоропровод.,Мастерский участок № 1 (Пресненский),ГБУ «ЖИЛИЩНИК ПРЕСНЕНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:51,2021-01-01 15:47,,,3560,73425228
73425231,00004136/21,12,Течет с потолка в комнате,Мастерский участок № 1 (Пресненский),ГБУ «ЖИЛИЩНИК ПРЕСНЕНСКОГО РАЙОНА»,Аварийная,1,2021-01-01 14:52,2021-01-01 17:19,,,3561,73425231
73425234,00004137/21,10,на10этаже и выше  и ниже забит,Мастерский участок № 5 (Ясенево),ГБУ «ЖИЛИЩНИК РАЙОНА ЯСЕНЕВО»,Обычная,1,2021-01-01 14:52,2021-01-01 15:45,,,3562,73425234
73425238,00004138/21,3,Нет отопления во всей квартире. Информация указана только об отключении ГВС и ХВС,Мастерский участок № 3 (Левобережный),ГБУ «ЖИЛИЩНИК РАЙОНА ЛЕВОБЕРЕЖНЫЙ»,Обычная,1,2021-01-01 14:52,2021-01-01 17:47,,,3563,73425238
73425239,00004139/21,10,,Мастерский участок № 3 (Южное Бутово),ГБУ «ЖИЛИЩНИК РАЙОНА ЮЖНОЕ БУТОВО»,Обычная,1,2021-01-01 14:52,2021-01-01 15:22,,,3564,73425239
73425240,00004140/21,2,Житель просит открыть  кран  на стояке ГВС в квартире  Не хватает сил. Житель не может пользоваться водой ГВС.,Мастерский участок № 1 (Головинский),ГБУ «ЖИЛИЩНИК ГОЛОВИНСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:52,2021-01-01 19:38,,,3565,73425240
73425257,00004141/21,10,"На  12 этаже  и ниже забит  мусоропровод , На 12 этаже ковш переполнен, не открывается , прочистить",Мастерский участок № 4 (Москворечье-Сабурово),ГБУ «ЖИЛИЩНИК РАЙОНА МОСКВОРЕЧЬЕ-САБУРОВО»,Обычная,1,2021-01-01 14:52,2021-01-01 15:21,,,3566,73425257
73425261,00004142/21,4,в большой комнате пахнет горелой проводкой. Срочно пришлите электрика .,Мастерский участок №2 (Обручевский),ГБУ «ЖИЛИЩНИК ОБРУЧЕВСКОГО РАЙОНА»,Обычная,1,2021-01-01 14:52,2021-01-01 15:26,,,3567,73425261
73425267,00004143/21,9,Не работает большой лифт,"ООО ""СП ПРАКТИКА""",АО «УК «ГОРОДСКАЯ»,Обычная,1,2021-01-01 14:52,2021-01-01 20:07,,,3568,73425267
73425269,00004144/21,3,В квартире очень холодно большинство батарей практически не прогреваться то есть они,Мастерский участок № 1 (Хамовники),ГБУ «ЖИЛИЩНИК РАЙОНА ХАМОВНИКИ»,Обычная,2,2021-01-01 14:52,2021-01-01 16:22,,,3569,73425269
73425271,00004145/21,2,"Третье обращение заявителя, по предыдущим заявкам работы не вывполнены. Холодный полотенцесушитель. По предыдущей заявке ничего не изменилось.",Мастерский участок №1 (Косино-Ухтомский),ГБУ «ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ»,Обычная,4,2021-01-01 14:52,2021-01-01 18:34,,,1808,73425271
73425272,00004146/21,1,в  ванне вода не уходит,Эксплуатационный участок № 4 (Ново-Переделкино),ГБУ «ЖИЛИЩНИК РАЙОНА НОВО-ПЕРЕДЕЛКИНО»,Обычная,4,2021-01-01 14:52,2021-01-01 15:49,,,3570,73425272
73425277,00004147/21,10,"Во всем подъезде грязно,2 подъезд",Мастерский участок № 4 (Академический),ГБУ «ЖИЛИЩНИК РАЙОНА АКАДЕМИЧЕСКИЙ»,Обычная,1,2021-01-01 14:52,2021-01-01 15:01,,,2746,73425277
73425279,00004148/21,12,нет корница  для слива дождевой воды и образуются сосульки,Мастерский участок № 2 (Старое Крюково),ГБУ «ЖИЛИЩНИК ЗЕЛАО»,Обычная,1,2021-01-01 14:52,2021-01-01 15:06,,,3502,73425279
